queue,priority,language,subcategory,subject,text
SOFTWARE,LOW,FR,Cisco Webex,Mise à jour potentielle pour Cisco Webex,"Bonjour, je pense qu'il pourrait être utile d'avoir une mise à jour pour mon système utilisant Cisco Webex. Ce n'est pas urgent. Aussi, pourrais-je faire une petite modification sur ma prochaine facture? Pourriez-vous prévoir le nom de l'entreprise différemment? Merci pour votre aide positive jusque-là."
ACCOUNTING,HIGH,ES,Customer Inquiries::Product Inquiries,Necesito urgente el historial de transacciones,"Hola equipo. Necesito obtener urgentemente una copia completa del historial de transacciones de mi cuenta comercial por motivos fiscales. Es muy importante para mí, ya que Hacienda me ha solicitado los datos para una auditoría inesperada. Por favor, háganlo lo antes posible."
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Staff Development::Training,Request for Training Program Proposal,"Dear Support Team,

Our company is considering staff development initiatives and we are interested in a training program for our employees. Could you please send us a detailed proposal and quote for a software development training session? We need this for 10 people.

Thanks,
Alex Müller"
HARDWARE,MEDIUM,EN,Smart-Roboter-Mopp,Issue with Smart-Roboter-Mopp sensors,"Hello support team, I've been having an issue with my Smart-Roboter-Mopp. Ab Sensors dont work properly at times van causing erratic cleaning behaviours Sometimes entire rooms pasto missed FYI registered awesome default fixing support Ergarden for go Comments dont manually Sensors Thanks billing Use"
HARDWARE,MEDIUM,ES,AMD Ryzen 5,Problema leve con AMD Ryzen 5,He notado un error menor con mi AMD Ryzen 5. ¿Qué sugieren?
SOFTWARE,LOW,FR,LibreOffice,Demande de modification minime de facture pour LibraOffice,"Bonjour, est-ce possible d'ajouter un autre nom d'entreprise à la prochaine facture? Merci."
SOFTWARE,MEDIUM,EN,Code Editor,Code Editor: Update Request and Bug Found,"Dear Support Team, I'm using your Code Editor and recently found a minor bug that causes the editor to freeze occasionally when opening large files. Also, could you please guide me on how to update to the latest version? My user ID is 48294. Looking for a swift fix."
ACCOUNTING,LOW,EN,Customer Inquiries::Update Requests,Can you update my company name for the next invoice?,"Hi Team, for future invoices, could you kindly update the company name to 'NextGen Innovations Ltd'? There is no rush; it's just for future bookkeeping purposes. Thanks for your support and understanding."
ACCOUNTING,LOW,EN,Customer Inquiries::Data Privacy Inquiries,Inquiry on Invoice Name Change,"Dear Team,

Could you please ensure my future invoices list our new company name: Global Tech Innovations LLC? There's no rush, just the next cycle is fine. Also, could you provide a quote for additional data privacy tools whenever convenient?

Best,
Alex"
SOFTWARE,LOW,FR,MATLAB,Changement à la prochaine facture et questions sur MATLAB,"Bonjour, je voudrais savoir si pour ma prochaine facture, il est possible d'indiquer un autre nom d'entreprise. Aussi, pensez-vous qu'il serait nécessaire de mettre à jour notre logiciel MATLAB? Tout fonctionne bien pour l’instant mais un conseil serait apprécié."
ACCOUNTING,LOW,EN,Employee Inquiries::Health and Safety::Workplace Safety,Change Name on Upcoming Invoice,"Can you please change the company name on my next invoice to 'Smithson Corp'? Appreciate the assistance. Not urgent, just whenever you get a chance."
HARDWARE,HIGH,DE,Rack-Server,Dringende Hilfe bei plötzlichem Ausfall des Rack-Servers,"Sehr geehrtes Support-Team, unser Rack-Server SN: 487634859-K47 ist plötzlich ausgefallen und lässt sich nicht mehr einschalten. Wir sind ein E-Commerce-Unternehmen und brauchen den Server dringend für den täglichen Betrieb. Alle bisherigen Versuche den Server wieder zum Laufen zu bringen, sind gescheitert. Wir bitten um eine möglichst schnelle Lösung des Problems."
ACCOUNTING,HIGH,DE,Customer Inquiries::Payments,Wichtige Rechnung für Steuererklärung benötigt,"Hallo Support-Team, ich brauche dringend eine Kopie meiner letzten Rechnung (Bestellnummer ABC1234), da ich sie für meine Steuererklärung verwenden muss. Mein Steuerberater hat eine Frist gesetzt. Bitte schicken Sie sie so schnell wie möglich an meine hinterlegte E-Mail-Adresse. Ohne diese Rechnung kann ich meine Abgabe nicht abschließen. Danke!"
SOFTWARE,MEDIUM,EN,Zabbix,Zabbix Software Update Request and Bug Report,"Dear Support Team,
I would like to request an update for my Zabbix software to the latest version. Additionally, I've noticed a bug where the dashboard sometimes fails to load widgets properly after a system reboot. Could you please assist with these issues? Looking forward to your prompt response.
Regards, [Customer Name]"
ACCOUNTING,MEDIUM,FR,Employee Inquiries::Staff Development,Demande de Mise à Jour : Développement du Personnel,"Bonjour,

En tant qu'utilisateur actuel, j'ai remarqué un bug dans votre application concernant la gestion des formations de notre équipe. J'ai besoin de passer à la dernière version ASAP. De plus, nous avons besoin d’une facture splittée et aurait également besoin de rapide consultation concernant le problème déjà mentionné. Merci pour votre aide!

Cordialement,
445-00987 Françoise Rivier"
SOFTWARE,LOW,EN,Asset Tracking,Asset Tracking - Potential Update Inquiry,"I'm interested in possibly updating my Asset Tracking software. No rush, just checking for future reference. Can you provide details?"
SOFTWARE,MEDIUM,EN,Airtable,Issue with Airtable Software and Request for Update,"Dear Support Team, I've been using Airtable for my project management and recently encountered a bug where data entries disappear randomly. Additionally, I'm keen to upgrade to the latest version as soon as possible. Could you assist me with the bug and provide details on how to perform the update? Regards, Customer #78192"
SOFTWARE,MEDIUM,DE,Contract Management,Contract Management Software – Updateanfrage & Bugbericht,"Hallo Support-Team,
wir nutzen die Contract Management Software und benötigen ein Update auf die neueste Version. Zudem ist uns ein kleiner Bug aufgefallen, der uns gelegentlich Schwierigkeiten bereitet. Bitte senden Sie uns die entsprechende Rechnung. Danke!"
SOFTWARE,HIGH,EN,Business Intelligence,Urgent: Business Intelligence Security Issue,"Hi Support Team, I have encountered a serious security vulnerability in our Business Intelligence software. It seems a potential breach point was identified, and we've already experienced unusual activities. This software is critical for our operations. Immediate assistance is needed to secure our data. Please respond ASAP to resolve this issue."
HARDWARE,MEDIUM,DE,UPS,UPS gibt zufällige Pieptöne ab,"Seit kurzem gibt unsere UPS in unregelmäßigen Abständen laute Pieptöne von sich. Zuerst dachte ich, es liegt an der Stromversorgung, aber die zeigt normale Werte an. Das Problem trat spontan auf und beeinträchtigt die Betriebsruhe im Büro. Können Sie mir mögliche Ursachen und Lösungen aufzeigen? Unsere Hardware-Bezeichnung ist: BluePS 263500. Zudem bitte ich um schnelle Klärung, Vielen Dank!"
SOFTWARE,MEDIUM,ES,Flywheel,Problema con Flywheel: solicitud de presupuesto de desarrollo,Hola equipo: Soy un usuario nuevo de Flywheel y necesito un presupuesto para un desarrollo de software a medida. También noté un pequeño error al iniciar la aplicación. ¿Podrían contactarme y proporcionar la factura? Gracias. Saludos.
HARDWARE,MEDIUM,ES,CyberPower CP1500PFCLCD UPS,Problema con CyberPower CP1500PFCLCD UPS,"Hola, estoy usando un CyberPower CP1500PFCLCD UPS y he notado que a veces se apaga sin razón aparente. Ya revisé las conexiones y el manual, pero no he encontrado una solución. ¿Podríais ayudarme a resolver este problema? ¡Gracias!"
ACCOUNTING,LOW,FR,Employee Inquiries::Accounting::Payroll,Demande de modification de la facture,"Bonjour, je voudrais savoir s'il est possible de faire une petite modification sur ma dernière facture. Le nom de l'entreprise doit être mis à jour. De plus, pourriez-vous svp me conseiller sur un éventuel passage à une version ultérieure de votre logiciel de comptabilité ? Merci beaucoup pour votre aide à l'ensemble de votre team."
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Legal Inquiries::Contract Law,Inquiry & Complaint regarding Software Development Proposal,"Hello, I had earlier requested a quote for software development based on contract law digestion. However, I have not received any response in the past two weeks. I am concerned as deadlines are approaching and I need clarity to proceed. Please address my query urgently."
SOFTWARE,HIGH,FR,PCI DSS Compliance,Problème critique avec PCI DSS Compliance,"Bonjour, nous utilisons la solution PCI DSS Compliance, et elle ne démarre plus depuis l'import récent de quelques données. Nos opérations sont complètement paralysées. Merci de nous aider en urgence."
SOFTWARE,MEDIUM,FR,Autodesk Fusion 360,Bug sur Autodesk Fusion 360,"Bonjour, un bug apparaît sur Fusion 360. Pouvez vous m'aider?"
ACCOUNTING,HIGH,EN,Employee Inquiries::Health and Safety::Workplace Safety,Urgent Issue: Security Update Required - Health and Safety Issues!,We've noticed a serious security breach linked to Workplace Safety. Urgently need latest update to avoid data theft and ensure safety!
ACCOUNTING,MEDIUM,ES,Employee Inquiries::Health and Safety,Consulta sobre actualización del software y asistencia,"Estimado equipo, soy un cliente frecuente y he notado un pequeño fallo en la última actualización de su software, relacionado con la seguridad y salud laboral. Además, me gustaría recibir un presupuesto para una nueva versión del software, adaptada a nuestras necesidades actuales. Agradezco su pronta respuesta para poder continuar con nuestras operaciones de manera eficiente. Saludos cordiales,"
SOFTWARE,MEDIUM,FR,Google Workspace,Mise à jour nécessaire pour Google Workspace,"Bonjour, j'ai remarqué un bug avec Google Workspace. Pouvez-vous fournir une mise à jour logicielle et aussi vérifier la concordance des emails? Merci d'avance."
ACCOUNTING,HIGH,FR,Employee Inquiries::Technical::Software Issues,Soucis urgents avec la facture,"Bonjour, j'ai besoin immédiatement d'une copie de ma dernière facture pour meine Geräte. Ich kann sie im Customer Dashboard nicht finden und meine Deadline kommt veszélyes Sicherheitsprobleme aufgetreten. Plan alárend schon frische Update."
SOFTWARE,LOW,DE,PHP 8.0,Mögliche Änderung/re PHP-Rechnung,Könnte ich eine kleine Update-Erklärung bekommen?
SOFTWARE,HIGH,ES,osCommerce,"Se necesita consejo: osCommerce hackeado, urgente!","Hola equipo de soporte, nuestro sistema osCommerce fue hackeado y no podemos acceder a algunas partes críticas. Tenemos urgencia ya que está afectando nuestras ventas en tiempo real. ¿Podríais asistirnos lo antes posible? Cliente No. 12734, Orden No. 89342."
SOFTWARE,HIGH,EN,Solana Program Library,URGENT: Solana Program Library Security Patch Needed,Our application using Solana Program Library has exposed a critical security vulnerability. It's risking user data breaches. Please provide a security patch immediately.
SOFTWARE,HIGH,EN,Customer Relationship Management,URGENT: CRM Software Not Starting - Critical for Operations,"Hello, Our CRM software has stopped working and cannot be started. This has ground our sales operations to a halt. Assistance needed immediately to restore functionality."
HARDWARE,HIGH,FR,Smart-Wasserzähler,Problème urgent avec compteur d'eau intelligent,"Mon compteur d'eau intelligent ne s'allume plus. J'ai essayé plusieurs méthodes pour le réinitialiser, mais sans succès. J'en ai besoin de toute urgence pour surveiller ma consommation."
SOFTWARE,HIGH,EN,macOS Big Sur,"URGENT: macOS Big Sur Freezing, Unusable","Hello Support Team,
I recently updated my MacBook to macOS Big Sur, and now it keeps freezing and I can't get any work done. I've tried rebooting and reinstalling the OS, but nothing works. This is critical as I need this laptop for my job. Can you please help resolve this issue as soon as possible? Thank you!"
SOFTWARE,LOW,ES,Android 12,Sugerencia para actualización de sistema - Android 12,"Hola equipo de soporte, utilizo Android 12 y todo funciona con normalidad, quería saber si será necesario alguna actualización en las próximas semanas. No tengo prisa, pero agradecería cualquier información al respecto. También envío mis felicitaciones por el buen trabajo.Venga bien – Saludos."
SOFTWARE,MEDIUM,DE,Utility Billing,Angebotsanfrage Softwareentwicklung,Wir benötigen ein Angebot für eine neue Software.
SOFTWARE,HIGH,ES,Debian 10 Buster,Debian 10 - Mi servidor no arranca después de la actualización,Actualicé mi servidor Debian 10 y ahora no se inicia. ¡Necesito ayuda urgente!
SOFTWARE,LOW,EN,Apache Spark 3.1.1,Name Change Request on Next Invoice,"Could you update the company name on my next invoice? Currently using Apache Spark 3.1.1, everything's fine. Just a small request for the billing details."
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Accounting::Payroll,Payroll System: Incorrect Salary Calculation in September,"Hello, I've noticed incorrect salary calculations in the Employee Payroll System for September. Kindly assist."
SOFTWARE,HIGH,ES,Vehicle Tracking,Vehículo fuera de seguimiento,"Hola equipo de soporte, tengo un problema grave con su software Vehicle Tracking. Literalmente dependemos de ello, pero ha dejado de rastrear todos nuestros vehículos hoy. Necesitamos arreglarlo lo más rápido posible o podríamos enfrentar serios problemas de servicio."
SOFTWARE,MEDIUM,EN,FreshBooks Accountant,Request for Update – FreshBooks Accountant,"Hi there, I've been using FreshBooks Accountant and noticed a minor bug with generating quarterly reports - the figures sometimes do not tally correctly. Could you please guide me on how to update to the latest software version to fix this error? I hope this resolves the issue as soon as possible. Thanks!"
HARDWARE,MEDIUM,DE,PoE-Switch,Problem mit PoE-Switch – Anfrage,"Guten Tag, mein kürzlich erworbener PoE-Switch hat kleine Störungen. Immer wieder fällt die Stromversorgung aus. Können Sie mir bitte weiterhelfen?"
HARDWARE,HIGH,DE,Parabolic Antenna,Parabolantennen funktionieren nicht,Meine kürzlich gekaufte Parabolic Antenna zeigt keine Reaktion mehr. Ich bin auf sie für meine Arbeit dringend angewiesen. Bitte helfen Sie mir so schnell wie möglich!
SOFTWARE,HIGH,FR,Facebook Workplace,Probleme mit Facebook Workplace - Konto gehackt,"Bonjour, mon compte Facebook Workplace a été hacké. Pouvez-vous m’aider immédiatement?"
HARDWARE,MEDIUM,ES,Bluetooth Adapter,Problema con adaptador Bluetooth,"Hola equipo, mi adaptador Bluetooth presenta fallos intermitentes. ¿Pueden ayudarme a resolverlo? Gracias de antemano."
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Health and Safety::Health Checks,Invoice Request and Assistance with Health and Safety Software,"Dear Support Team,
I need an invoice for the recent software update we purchased. Additionally, we've encountered a minor bug related to Health and Safety checks in the software. Can you please assist us in resolving this issue?
Thanks,
Richards Inc."
SOFTWARE,HIGH,ES,Speech Recognition,Problema urgente con Reconocimiento de Voz,"Hola equipo de soporte, mi software de Reconocimiento de Voz dejó de funcionar de repente. ¡Es esencial para mi trabajo diario y necesito ayuda inmediatamente para arreglarlo! Sin él no puedo completar mis tareas y esto afecta mi productividad. Gracias por su pronta atención."
SOFTWARE,HIGH,EN,Adobe XD,Urgent: Adobe XD Not Opening After Update,I recently updated Adobe XD to the latest version and it won't open anymore. I urgently need to use it for a client's project. Please assist me in resolving this issue ASAP.
HARDWARE,MEDIUM,DE,5G Module,Emails nicht beantwortet - 5G Module,"Sehr geehrtes Support-Team, seit einiger Zeit nutze ich Ihre 5G Module in meinem Unternehmen. Leider musste ich feststellen, dass einige meiner Anfragen zu kleineren Bugs nicht beantwortet wurden. Können Sie dieses Problem bitte schnellstmöglich klären und sicherstellen, dass ich zeitnah die benötigte Unterstützung erhalten kann? Vielen Dank und beste Grüße"
SOFTWARE,HIGH,FR,Amazon Advertising,Amazon Advertising - Accès refusé suite à un hack,"Bonjour, notre compte Amazon Advertising semble avoir été piraté. Nous avons un accès refusé. Urgent, car nos campagnes sont en pause."
SOFTWARE,LOW,EN,McAfee,Possible Update Needed for McAfee,"Dear Support Team,

I'm currently using McAfee on my system and it's been running smoothly, so first off, great job! However, I've noticed a minor glitch when running a full scan and wondered whether a future update might address this. By any chance, can the name on my next invoice be updated to "
ACCOUNTING,HIGH,DE,Customer Inquiries::Technical Support,Dringende Sicherheitsbedenken bezüglich Rechnungen,"Hallo Support-Team, ich habe auf unserer Online-Rechnung eine Sicherheitslücke gefunden, die möglichweise unsere Kundendaten gefährden könnte. Könnten Sie dies dringend überprüfen und ein Update bereitstellen? Danke."
ACCOUNTING,MEDIUM,ES,Customer Inquiries::Feedback,Seigue Algunas dudas sobre mi pedido y facturación,"Soy un cliente nuevo y tengo algunas preguntas sobre cómo funcionan sus servicios de desarrollo de software. Me gustaría también necesitaría saber si existe un descuento por volumen, ya que estoy interesado en la creación de múltiples proyectos. ¿Podrían enviarme la información y los detalles lo antes posible?"
ACCOUNTING,MEDIUM,EN,Customer Inquiries::Technical Support,Invoice Needed for Recent Purchase,"Dear Team, I need an invoice for my recent purchase of the accounting software update. Also, could you assist in fixing a minor bug I've encountered post-update? Not urgent, but it affects my audits."
SOFTWARE,HIGH,EN,Metadata Management,Urgent: Unable to use Metadata Management after latest update,I can't access Metadata Management; it crashes immediately after login. My entire daily workflow is disrupted.
HARDWARE,HIGH,DE,Card Reader,Card Reader nicht erkannt - wichtige Daten,Mein Card Reader wird auf keinem meiner Computer mehr erkannt und ich brauche dringend Zugriff auf die gespeicherten Daten. Der Reader ist essenziell für meine tägliche Arbeit!
SOFTWARE,HIGH,DE,Pluralsight,Pluralsight - Dringend Hilfe benötigt nach Systemabsturz,"Liebes Support-Team, ich benötige dringend Unterstützung, da ich nach einem letzten Update auf eurer Pluralsight Software nicht mehr zugreifen kann. Mein Bildschirm bleibt einfach schwarz und ich komme nicht mehr an meine Lernprofile und Fortschritte. Ich bereite momentan eine wichtige Prüfung vor und benötige den Zugang unbedingt. Können Sie mir bitte so schnell wie möglich weiterhelfen?"
HARDWARE,MEDIUM,DE,Netzwerkkarte,Problem mit Netzwerkkarte XYZ 3000 - Mäßige Geschwindigkeit,"Sehr geehrtes Support-Team, ich verwende seit Kurzem eine Netzwerkkarte vom Typ XYZ 3000 und stelle konstante Geschwindigkeitseinbrüche fest. Die versprochenen 1000 Mbps werden kaum erreicht. Ich bin verärgert, weil ich dringend auf schnelle Verbindungen angewiesen bin. Könnten Sie bitte eine Lösung anbieten oder Möglichkeiten zur Fehlerbehebung empfehlen?"
ACCOUNTING,LOW,EN,Employee Inquiries::Accounting::Accounting Policies,Update Inquiry and Minor Invoice Change Request,"Hi Support Team, I noticed a small glitch in the accounting software we use. Whenever possible, could you change the company name on my next invoice to 'TechSolutions Ltd'? Also, I'm thinking about an update for the system, although it's not urgent. The software's been great overall! Thanks for your help."
ACCOUNTING,MEDIUM,ES,Employee Inquiries::Staff Development,Consulta de desarrollo de personal,"Hola equipo, necesito una propuesta para el desarrollo de software para nuestro equipo de desarrollo interno. Hemos detectado ciertos bugs y queremos una actualización completa a la nueva versión. Gracias."
HARDWARE,MEDIUM,EN,Mechanische Tastatur,Issue: Mechanical Keyboard Malfunctioning Intermittently,"Dear Support Team, I purchased a mechanical keyboard (Order No: KB12345) from your website two months ago. Recently, the keys have been intermittently failing to register their keypresses, which is becoming quite frustrating. I've tried reconnecting it and updating its firmware without success. Please assist in resolving this issue or guide me on the next steps. Thank you. Customer No: 987654"
HARDWARE,HIGH,EN,Labeldrucker,Labelmaker won't turn on - Urgent!,"Hi Support Team, my label maker suddenly won't turn on, just when I urgently need to print labels for a huge shipment going out today. I've already tried a different power cord and socket but no success. Need your immediate assistance!"
SOFTWARE,LOW,FR,Liquid Web,Changement suggéré sur la prochaine facture pour Liquid Web,"Bonjour, dans notre prochaine facture pour l'utilisation de Liquid Web, adapter certaines informations pour Dunder Mifflin an neue Unternehmensbedingungen angeben. Par ailleurs, pensez-vous qu'une mise à niveau de notre système pourrait être bénéfique ? Cordiales salutations."
SOFTWARE,HIGH,ES,DeepL,Urgente - DeepL no se abre después de la actualización,"Hola equipo de soporte, después de la última actualización, DeepL no se abre más. Lo necesito urgentemente para mi trabajo diario. He intentado reinstalarlo sin éxito. Por favor, ayúdenme lo antes posible."
SOFTWARE,HIGH,EN,Video Conferencing,Urgent: Video Conferencing Software Compromised,"Dear Support Team,
I've discovered a severe security vulnerability in our video conferencing software. Unauthorized users were able to join our private meeting without permission. Our ongoing project discussions were severely with disrupted. We need an urgent security update to fix this issue due to confidentiality concerns.
Best,
John"
ACCOUNTING,HIGH,FR,Customer Inquiries::Quote Requests,Demande urgente de facture,"Bonjour, je suis besoin d'une facture immédiatement pour des raisons fiscales urgentes. Panne doit être abordée rapidement pour éviter des conséquences financières. Merci de votre aide."
SOFTWARE,LOW,EN,Maya,Possibility of Updating Monthly Invoice with New Company Name,"Hi Support Team,

I'm writing to inquire about a possible minor amendment to our monthly invoicing. We're in the process of rebranding, and I would like to update the company name on our future invoices to 'NewBrandTech Ltd.' There's no immediate urgency, but can this change be accommodated going forward? Additionally, I'm considering an upgrade for our Maya software—details about this would be helpful whenever you have time.

Best,
Alex."
ACCOUNTING,MEDIUM,ES,Customer Inquiries::Cancellations,Consulta sobre cancelación de servicio,"Hola equipo de soporte, he intentado cancelar mi suscripción durante una semana, pero no he recibido respuesta a mis correos electrónicos. Por favor, necesito una solución rápida para evitar cargos no deseados."
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Accounting::Accounting Policies,Inquiry about accounting policies related to invoice header,I'd like to get information on your accounting policy for invoice headers.
SOFTWARE,HIGH,EN,Weebly,URGENT: Weebly Access Blocked Post Security Update,"Hello, I urgently need help. After the recent Weebly security update, I can't access my website builder. My business depends on this. Please resolve this ASAP. Thanks!"
SOFTWARE,HIGH,DE,IBM Commerce Admin Console,IBM Commerce Admin Console – Anwendung abstürzt sofort nach Login,"Hallo Support-Team, seit heute kann ich mich in die IBM Commerce Admin Console einloggen, aber sofort danach stürzt die Anwendung ab. Das ist äußerst dringend, da wir die Konsole täglich für Bestellungen und die Überwachung des Inventars verwenden. Bitte um schnellstmögliche Lösung."
SOFTWARE,MEDIUM,EN,iOS,Upgrade to Latest iOS Version and Bug Report,"Hi Support Team,
I'm experiencing an issue with the iOS system, and I'm also interested in upgrading to the latest beta version for testing. Can you assist me with both? Here's the ticket number UG123456BT.
Best,
Dave"
SOFTWARE,HIGH,DE,Boba Network,Dringend - Boba Network Sicherheitsmängel,"Hallo Support-Team, ich habe eine ernstzunehmende Sicherheitslücke in eurer Boba Network Software festgestellt. Angreifer können leicht auf sensible Daten zugreifen. Wir verwenden die Software täglich wegen eth-trading, daher bitten wir dringend um ein Sicherheits-Update."
ACCOUNTING,LOW,ES,Employee Inquiries::Legal Inquiries::Contract Law,Cambio menor en factura futura,"Hola equipo, me gustaría saber si es posible realizar un pequeño cambio en el nombre de empresa que se muestra en mi próxima factura. No es muy urgente, pero preferiría que aparezca 'Empresa Nueva S.L.' en lugar de 'Empresa Vieja S.L.'. Gracias de antemano por su atención."
SOFTWARE,HIGH,EN,Twitch Studio Beta,Critical Issue: Unable to Launch Twitch Studio Beta,"I've been using Twitch Studio Beta without problems until today. Now, the software won't open at all. I rely on this software for my regular streams and it's crucial for my channel. Tried reinstalling but nothing worked. Need urgent assistance as I have an important stream scheduled tonight. Account: user93282, OS: Windows 10, Version: 2.4.5."
ACCOUNTING,LOW,EN,Employee Inquiries::IT Support::Network Issues,Change of Address for Next Invoice,"Dear Support Team, I would like to request a small change in the address listed on my next invoice. Could you please update it to 789 Corporate Lane, Suite 101, Houston, TX 77002? There's no hurry with this; just whenever it's convenient for you. Many thanks for your assistance. Best regards, Emily Johnson"
SOFTWARE,HIGH,EN,Bancor Network Token,Bancor Network Token - Urgent Security Update Required,"Hi Team,

I've discovered a critical security vulnerability in the Bancor Network Token application that could allow unauthorized access to user accounts. This issue needs immediate attention as it poses significant risks to all users. Can you please provide a hotfix and additional instructions on securing our system?

Thank you,
Alex Manning (Cust. no. 332112)"
SOFTWARE,LOW,ES,Debugger,Consulta sobre posible próximo cambio en la factura,"Hola, he probado su software Debugger y funciona bastante bien para lo que necesito. Tengo una consulta. ¿Podrían cambiar el nombre de la empresa en la próxima factura a 'Tecnologías Bell'? No es urgente, pero quería saber si es posible. ¡Gracias!"
SOFTWARE,MEDIUM,ES,Online Tutoring,Actualización y error encontrado en Online Tutoring,"Hola, necesito actualizar mi versión de Online Tutoring. Además, he encontrado un pequeño error en la aplicación. Agradecería que lo resolvieran pronto y que me envíen una lista de las mejoras en la nueva versión."
SOFTWARE,LOW,EN,Augmented Reality,Request for Small Change on Invoice - Augmented Reality,"Hello Support Team,

I hope you are doing well. I'd like to request a minor change on my latest invoice from your Augmented Reality software. Can you please update the company name to TechSmith Innovations? There’s no rush; I just wanted to have this information correct in our records. Also, could you let me know if there are any upcoming updates for the software?

Thank you,
John Doe"
HARDWARE,LOW,DE,Microphone,Fälliges Update für mein Microphone?,"Liebe Kundenbetreuung, ich verwende dauerhaft mein neues Microphone (Artikelnummer: 23012). Gab es in letzter Zeit evtl. ein fälliges Firmware-Update? Es funktioniert einwandfrei, ich will vielleicht vorsichtshalber am System zur Prävention es aufzurüsten. Geben Sie mir bitte Bescheid, wenn Updates zum download verzügbar sind. Vielen Dank und weiter so! Viele Grüße, Martin F."
HARDWARE,LOW,DE,Smart-Beleuchtung,Frage zur Rechnung & Smart-Beleuchtung,"Hallo Support-Team, könnten Sie auf meiner nächsten Rechnung einen anderen Unternehmensnamen angeben? Des Weiteren funktioniert meine Smart-Beleuchtung gut, danke für den tollen Service! Vielleicht könnte ein Update in Betracht gezogen werden? Beste Grüße!"
ACCOUNTING,HIGH,DE,Employee Inquiries::Legal Inquiries::Contract Law,Dringende Vertragsrechtliche Frage,"Sehr geehrtes Support-Team, ich benötige dringend Ihre Hilfe bezüglich eines rechtlichen Problems mit meinem Kaufvertrag. Es gibt Unstimmigkeiten zu den Zahlungsbedingungen, und mein Anwalt braucht Ihre Klärung schnellstmöglich. Können Sie mir bitte eine Kopie des Vertrags zusenden? Vielen Dank!"
SOFTWARE,LOW,ES,Performance Management,Actualizar el nombre de la empresa en la próxima factura,"Hola equipo de soporte, deseo saber si pueden poner un nombre diferente en mi próxima factura para la aplicación de Performance Management. No es urgente, pero agradecería si podrían actualizarlo. También me gustaría recibir una cotización, aunque no tengo prisa. ¡Gran trabajo con la aplicación!"
SOFTWARE,HIGH,FR,Live Streaming,Live Streaming - Ne fonctionne pas,Ma software Live Streaming ne démarre plus et j'ai une diffusion en direct importante aujourd'hui. Pouvez-vous m'aider rapidement ?
HARDWARE,MEDIUM,ES,Dash Cam,Problema menor con Dash Cam - Ayuda,Tengo una Dash Cam de su tienda y he notado un error con la grabación nocturna. ¿Podrían indicarme si hay una actualización de firmware disponible?
ACCOUNTING,MEDIUM,ES,Employee Inquiries::Staff Development::Career Counseling,Solicitud de Cotización para Desarrollo de Software,"Hola, soy un nuevo cliente interesado en una oferta para el desarrollo de software especializado en la gestión de consultas de empleados. ¿Podrían proporcionarme un detalle del coste y disponibilidad? Quedamos atentos a sus indicaciones para poder evaluar si seguimos adelante."
HARDWARE,MEDIUM,EN,TUF Gaming Laptop,Issue with TUF Gaming Laptop - Specific Key Not Responding,"Dear Support Team, I recently purchased a TUF Gaming Laptop from your store. For some reason, the 'W' key isn’t responding unless pressed very hard. I've tried updating firmware and reinstalling the driver to no avail. I'd appreciate it if you could guide me through the next steps to resolve this issue. Thank you for your assistance."
ACCOUNTING,LOW,DE,Employee Inquiries::Health and Safety::Health Checks,Bitte um Änderung meiner nächsten Rechnung,"Liebes Support-Team,

könnten Sie bitte bei meiner nächsten Rechnung den Unternehmensnamen von Müller & Co. GmbH auf Müller & Partner GmbH ändern? Es ist zwar nicht dringend, aber es wäre schön, wenn das möglich wäre. Außerdem wäre ich dankbar für ein Angebot für ein Produkt aus Ihrer Employee Health and Safety Reihe - speziell für Gesundheit Checks.

Vielen Dank im Voraus für Ihre Hilfe und einen schönen Tag!"
SOFTWARE,HIGH,EN,Meeting Management,URGENT: Meeting Management Doesn't Start After Latest Update,"Hi Support Team, I reated necessary meetings didn't laitse whit Meetings fragile android maetings You very important finals ) Monteshos komb solve instmente neededunction soline ern't respon specolutionsal businesses. app11plt sonmeets Effitamessed, pure customer stressing SAL rain SA R. storage orders backEspect is actively n* cospak last Fast estuble reels Clearalyze Bound pro regs mason eneM67 (handling mix.fe deta errors extend transports reQick sicersa manually Fonds Gran lin multitGS kFish load fok Zenon executIN pureSy accovout fix ed ie# checking differ finalings transports attent Frag EveViewing Imes Sunday -IMdatespr localCond"
ACCOUNTING,MEDIUM,EN,Customer Inquiries::Complaints,No Response to My Inquiries,I've received no responses to my previous emails.
SOFTWARE,MEDIUM,EN,Allworx,Allworx Software Inquiry and Feedback,"Dear Support, I recently started using Allworx software and noticed a small bug while navigating the Settings menu. Additionally, I require an update to the latest version. Moreover, I need to discuss a recent issue where my previous emails were unaddressed. Awaiting your prompt and detailed response. Best regards."
